image_name,image_path,split,city,annotation_json,instance_path,yolo_annotation_path,instance_based_yolo
bremen_000026_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000026_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000026_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000026_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000026_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000026_000019_leftImg8bit.txt
bremen_000027_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000027_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000027_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000027_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000027_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000027_000019_leftImg8bit.txt
bremen_000028_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000028_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000028_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000028_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000028_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000028_000019_leftImg8bit.txt
bremen_000029_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000029_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000029_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000029_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000029_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000029_000019_leftImg8bit.txt
bremen_000030_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000030_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000030_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000030_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000030_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000030_000019_leftImg8bit.txt
bremen_000031_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000031_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000031_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000031_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000031_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000031_000019_leftImg8bit.txt
bremen_000032_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000032_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000032_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000032_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000032_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000032_000019_leftImg8bit.txt
bremen_000033_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000033_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000033_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000033_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000033_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000033_000019_leftImg8bit.txt
bremen_000034_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000034_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000034_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000034_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000034_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000034_000019_leftImg8bit.txt
bremen_000035_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000035_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000035_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000035_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000035_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000035_000019_leftImg8bit.txt
bremen_000036_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000036_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000036_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000036_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000036_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000036_000019_leftImg8bit.txt
bremen_000037_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000037_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000037_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000037_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000037_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000037_000019_leftImg8bit.txt
bremen_000038_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000038_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000038_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000038_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000038_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000038_000019_leftImg8bit.txt
bremen_000039_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000039_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000039_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000039_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000039_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000039_000019_leftImg8bit.txt
bremen_000040_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000040_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000040_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000040_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000040_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000040_000019_leftImg8bit.txt
bremen_000041_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000041_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000041_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000041_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000041_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000041_000019_leftImg8bit.txt
bremen_000042_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000042_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000042_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000042_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000042_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000042_000019_leftImg8bit.txt
bremen_000043_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000043_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000043_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000043_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000043_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000043_000019_leftImg8bit.txt
bremen_000044_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000044_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000044_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000044_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000044_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000044_000019_leftImg8bit.txt
bremen_000045_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000045_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000045_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000045_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000045_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000045_000019_leftImg8bit.txt
bremen_000046_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000046_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000046_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000046_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000046_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000046_000019_leftImg8bit.txt
bremen_000047_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000047_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000047_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000047_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000047_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000047_000019_leftImg8bit.txt
bremen_000048_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000048_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000048_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000048_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000048_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000048_000019_leftImg8bit.txt
bremen_000049_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000049_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000049_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000049_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000049_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000049_000019_leftImg8bit.txt
bremen_000050_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000050_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000050_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000050_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000050_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000050_000019_leftImg8bit.txt
bremen_000051_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000051_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000051_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000051_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000051_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000051_000019_leftImg8bit.txt
bremen_000052_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000052_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000052_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000052_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000052_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000052_000019_leftImg8bit.txt
bremen_000053_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000053_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000053_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000053_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000053_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000053_000019_leftImg8bit.txt
bremen_000054_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000054_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000054_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000054_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000054_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000054_000019_leftImg8bit.txt
bremen_000055_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000055_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000055_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000055_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000055_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000055_000019_leftImg8bit.txt
bremen_000056_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000056_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000056_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000056_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000056_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000056_000019_leftImg8bit.txt
bremen_000057_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000057_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000057_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000057_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000057_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000057_000019_leftImg8bit.txt
bremen_000058_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000058_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000058_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000058_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000058_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000058_000019_leftImg8bit.txt
bremen_000059_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000059_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000059_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000059_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000059_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000059_000019_leftImg8bit.txt
bremen_000060_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000060_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000060_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000060_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000060_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000060_000019_leftImg8bit.txt
bremen_000061_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000061_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000061_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000061_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000061_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000061_000019_leftImg8bit.txt
bremen_000062_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000062_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000062_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000062_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000062_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000062_000019_leftImg8bit.txt
bremen_000063_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000063_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000063_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000063_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000063_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000063_000019_leftImg8bit.txt
bremen_000064_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000064_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000064_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000064_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000064_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000064_000019_leftImg8bit.txt
bremen_000065_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000065_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000065_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000065_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000065_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000065_000019_leftImg8bit.txt
bremen_000066_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000066_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000066_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000066_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000066_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000066_000019_leftImg8bit.txt
bremen_000067_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000067_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000067_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000067_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000067_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000067_000019_leftImg8bit.txt
bremen_000068_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000068_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000068_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000068_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000068_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000068_000019_leftImg8bit.txt
bremen_000069_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000069_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000069_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000069_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000069_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000069_000019_leftImg8bit.txt
bremen_000070_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000070_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000070_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000070_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000070_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000070_000019_leftImg8bit.txt
bremen_000071_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000071_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000071_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000071_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000071_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000071_000019_leftImg8bit.txt
bremen_000072_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000072_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000072_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000072_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000072_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000072_000019_leftImg8bit.txt
bremen_000073_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000073_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000073_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000073_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000073_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000073_000019_leftImg8bit.txt
bremen_000074_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000074_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000074_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000074_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000074_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000074_000019_leftImg8bit.txt
bremen_000075_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000075_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000075_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000075_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000075_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000075_000019_leftImg8bit.txt
bremen_000076_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000076_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000076_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000076_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000076_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000076_000019_leftImg8bit.txt
bremen_000077_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000077_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000077_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000077_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000077_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000077_000019_leftImg8bit.txt
bremen_000078_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000078_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000078_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000078_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000078_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000078_000019_leftImg8bit.txt
bremen_000079_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000079_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000079_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000079_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000079_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000079_000019_leftImg8bit.txt
bremen_000080_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000080_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000080_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000080_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000080_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000080_000019_leftImg8bit.txt
bremen_000081_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000081_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000081_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000081_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000081_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000081_000019_leftImg8bit.txt
bremen_000082_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000082_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000082_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000082_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000082_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000082_000019_leftImg8bit.txt
bremen_000083_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000083_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000083_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000083_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000083_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000083_000019_leftImg8bit.txt
bremen_000084_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\bremen\bremen_000084_000019_leftImg8bit.png,train,bremen,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000084_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\bremen\bremen_000084_000019_gtFine_instanceIds.png,..\data\yolo_annotations\bremen_000084_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\bremen_000084_000019_leftImg8bit.txt
